# ^GSPC,^DJI,^TNX,^IXIC,^RUT
-1.121353672566609977e-02,-1.184064559327161273e-02,-1.848673330777118873e-02,-1.014419333915206160e-02,-2.102087332223331884e-02
1.062305519789564709e-02,1.138494129103148102e-02,-1.198949399670215694e-02,1.196134045383298768e-02,2.715154325312545136e-02
-1.409350508471030744e-02,-7.379695973697917785e-03,-3.891689708786862795e-03,-1.954944811888351119e-02,-1.286606021437116699e-02
-5.030126803810608567e-03,-5.926017215103142333e-03,-3.241521844844836436e-02,-5.837638789127791786e-03,-1.271227301331192584e-02
-2.584774637187735162e-04,4.670309053951813595e-03,9.229083007099583846e-03,-6.471532335061863997e-03,1.104362799029929426e-02
1.296962883739048982e-03,3.048781331726401096e-03,-1.240507774331134870e-02,-2.458018705878092704e-03,4.217218012568485323e-03
-2.772697507274337735e-03,-7.989350748623349390e-04,-8.373359076129375730e-03,-6.311073187233806094e-03,-5.469738552522965779e-03
-3.406096611546348559e-04,3.196589865907888909e-04,2.954556487899570941e-02,-1.223130868349168185e-03,-1.458624278548218073e-03
-2.042460222559470268e-03,-1.028135214332046802e-03,-1.551942203088380913e-02,-1.844954427256399743e-03,1.603471419688867186e-03
2.823006112435130950e-03,2.362218497004869248e-03,1.046971333467443428e-02,5.981801466185287554e-03,4.952508553400792636e-03
2.033902737406331936e-03,1.289292729962201404e-03,-2.172054672888656598e-02,6.549105084473985476e-03,9.010759014719649240e-03
2.923885796234341247e-03,1.200784742834970845e-02,-1.923146776544217701e-02,-4.187481123935018340e-03,1.044877897463986592e-02
-1.085204860834590446e-03,1.260767687052087626e-03,-6.999266374161162638e-03,-5.208443493886787470e-03,-3.456371932486591164e-03
-1.890539226795955605e-03,-7.094489314355378363e-03,-7.266535517909153245e-04,1.538649561857156510e-03,-7.926906104663570402e-03
5.680205208788556559e-03,3.007995952807675059e-03,1.802213698297877240e-02,8.392668913384446899e-03,4.341685321735230980e-03
-2.795304131630356979e-03,-2.038152002522245539e-03,-8.237291050496385603e-03,-3.881787822017015912e-03,-6.007999645086688906e-03
-1.295858602327934136e-02,-1.193880841089722637e-02,1.238212215316683573e-02,-1.083211288709592414e-02,-7.832704878523411365e-03
-4.730622283612524390e-03,-1.068959765164385727e-02,2.153785475520552870e-02,-1.092525530534319391e-03,-1.268311272831399057e-02
-2.018104220658728434e-03,-8.045373254094913273e-03,1.174937093826219220e-02,1.967386884793333873e-03,-1.115918778179774383e-02
9.701549400406178983e-03,5.477137153701890603e-03,1.925854449021884192e-03,1.508558217865828104e-02,1.495547961109750662e-02
-7.563159877300659056e-03,-5.164021333422247687e-03,1.628501451710510917e-02,-1.146173946773018822e-02,-1.111906025236433435e-02
1.030236830684359839e-02,7.610062163456466147e-03,8.895998097519706299e-03,1.746318546461989724e-02,1.796919613231362164e-02
6.907671045810922540e-03,5.360715023325646374e-03,3.544387332533557172e-02,8.148736188524820928e-03,1.472059260725997951e-02
5.867765272209480264e-03,6.132788536309560258e-03,4.185651815489691702e-03,6.109171703215377468e-03,1.746594342354652885e-02
3.071090647191990815e-03,7.471288308280562077e-04,-2.378788069492706030e-03,6.206983634524705466e-03,4.095539088358468582e-03
-2.234880469639960454e-02,-2.060573335570234713e-02,-5.235900726619103357e-03,-3.301812747337436876e-02,-1.305577029219832062e-02
-3.821058623899549218e-03,-2.214187477374823104e-03,4.601877741709262354e-04,-3.888290517841966765e-03,-1.197834146047354817e-02
1.148849671736233875e-02,1.156417059190101120e-02,6.166667457568390104e-03,9.474352557121409890e-03,1.223971736338690455e-02
-3.656582425262446152e-03,-1.385978078113138737e-03,-5.181064779086050863e-03,-7.871443980274974578e-03,-8.951255427396003980e-03
1.020850279611605453e-02,2.384564955593196627e-03,8.417302115946875135e-03,1.303778457614758295e-02,1.046882660051382322e-02
1.590058388484029547e-03,9.332860071605595482e-04,-1.313595729355649180e-02,5.836016472958736705e-03,1.722074570084769192e-03
1.066840694900864084e-02,7.239899038086213164e-03,-3.724646759495401326e-03,1.539889131725778737e-02,2.689484795161932798e-02
-1.168490350900090388e-02,-7.567762697181899464e-03,2.549670633280298054e-02,-1.146920867425525042e-02,-1.191541863085724892e-02
6.722667726426786658e-03,3.837839920678481377e-03,-3.703413654043851214e-03,9.153954295766748503e-03,1.045743462334925052e-02
-3.821863628180214873e-03,-3.170555105750922156e-03,8.422885647095193148e-03,-8.077473314717063119e-03,2.032651361979366956e-03
-3.684400129950645298e-03,-5.717298507776928142e-03,1.491982742471171380e-02,-3.888346677851373546e-03,2.922053613896274504e-03
-1.341969154725056526e-02,-1.085682485682433474e-02,2.866805061206324431e-02,-1.717654770072846518e-02,-2.828401992111324870e-02
-7.278290299272249103e-03,-3.059407373913360009e-03,-1.080803839598471622e-02,-8.511185421145830987e-03,-5.179073788838050620e-03
1.590840681263840095e-03,1.770226020070788308e-03,-1.617440427489402754e-02,8.929916279086521453e-04,1.069265216893579718e-03
3.847420757057243117e-03,5.977910105479236798e-03,8.423773979808276899e-03,5.593819268488907197e-03,-1.106095131938477673e-02
8.246970076022337032e-03,5.797925429811408467e-03,1.515725708918561239e-02,6.973131157853686320e-03,1.941711262425942913e-02
-3.420260285564937202e-03,-7.099282961199302605e-03,5.294804331281110360e-03,9.469787998601266040e-04,-1.166297241647197905e-02
-1.601357108707187477e-02,-9.428150396212319623e-03,2.681038982623104930e-02,-2.301749513708701775e-02,-3.005549766059065903e-02
5.225843856516963239e-03,8.553140193599591962e-03,4.396864782849538994e-03,1.635274805775620418e-03,1.677519215800566191e-02
1.062919599129990471e-03,-3.173725955004550337e-03,9.335946482856414055e-03,7.233508653354986037e-03,-1.211652393254228528e-02
1.003914911624703742e-03,-1.691894708169642712e-03,1.180302970581426254e-02,2.796455897249584734e-03,-1.123294994198432116e-02
-3.715640863998155661e-03,8.502075667779606782e-04,9.206131156991511147e-03,-5.755562421499076618e-03,-6.257500212297607486e-03
-2.609056018394801963e-03,1.562354089683072557e-03,2.416777722490801028e-02,-7.031215852222632255e-03,-8.656330929547761954e-03
8.740748040693899212e-03,7.553015777991691848e-04,-3.022965612738762187e-02,1.532117188797898696e-02,-4.216024673974784476e-03
-1.785775940172701706e-02,-1.076038614354356618e-02,1.101553506193272275e-02,-2.239284505637634259e-02,-1.308783698311451367e-02
4.528427709573658311e-03,-1.597914442839987528e-03,-1.732801701404437789e-02,1.118514510153643254e-02,4.773482734067404851e-03
-1.854520750077681733e-03,3.829743547200939544e-03,-9.334232528851062584e-04,-1.203775936407239060e-02,-3.509849560616238543e-03
9.978130689490839408e-03,1.452466775061123615e-02,-1.066753603314063263e-02,3.979161719216170283e-03,1.216872023553665881e-02
1.190026863189869904e-03,-3.161598910027864535e-03,1.299232943719527342e-02,8.433711159013573128e-03,-9.698400998324217814e-03
-7.345035565068524716e-03,-1.130949173442589821e-02,-1.196279947838723053e-02,-4.639626057448060191e-03,-1.477502745240755894e-02
4.027254166395665552e-03,5.268258857359680268e-03,3.830238107185811140e-03,3.113024438359781893e-03,7.138162149813291960e-03
-1.375365702348138423e-02,-5.798807790820498936e-03,2.117464639307755844e-02,-1.907068047191618973e-02,-1.158727750781259232e-02
-6.583222209456835458e-04,7.956668469696592458e-03,6.245178389157176636e-03,-5.457406785097844958e-03,1.128722355551954170e-03
8.124294700995018980e-04,-1.573948780954489643e-04,4.887150489404144642e-03,6.601008558424468781e-04,-7.220709085016854302e-03
-3.791203424229912093e-04,-1.839012377328275724e-03,-1.070089646553108731e-02,1.114183856887302577e-03,-1.494686897596768718e-02
-1.123065716184908601e-02,-4.766861244722464357e-03,4.427623945754154133e-03,-1.737967338016688928e-02,3.526596093971065635e-03
-1.935207536931571022e-03,-4.183728699942128836e-03,-1.120655717821568767e-02,-1.825085855126971565e-03,-1.059702889907078102e-02
1.133714982959252091e-02,6.838828319180012202e-03,1.945548284538496653e-02,1.579719340297825597e-02,1.106504205086213111e-02
4.012464198160475316e-03,9.985621774312466656e-03,2.996933742256994299e-02,3.396750905550233895e-04,1.149488982898668778e-02
4.210483064357022423e-03,2.865509265524260156e-03,-2.956651130216587584e-02,9.489746599370791139e-03,-4.671558283586803480e-03
1.085222426677556577e-02,6.205433405407347232e-03,6.314055191080774308e-03,1.257700769298263251e-02,1.836707382821257950e-02
6.727828662168817975e-03,4.658595147528629687e-03,2.927737103566414173e-02,1.506709522347662346e-02,8.432176801510782652e-03
-2.069872593512986532e-03,7.855684827513126096e-05,7.312785681177087424e-03,-2.497183509976998606e-03,-9.896582294081752995e-03
2.228227293239214550e-05,1.470522473177981104e-03,8.789106627751288106e-03,2.675313712857469144e-03,-1.041275628204241157e-03
6.989879979198478435e-03,1.274571431220150087e-04,-1.047857945985203321e-02,1.140594816694188475e-02,4.146026916860080617e-03
8.126793630627236189e-04,2.514530286812837866e-03,-9.422931499990433446e-03,-8.587064827236136734e-04,1.470190081615736430e-02
-4.561843357682556638e-03,2.993221013272891803e-03,-1.646076703343047135e-02,-8.954196020309564130e-03,5.288351159599791879e-03
-2.025759809562239534e-03,-7.950232931992718896e-03,-4.120268544030454561e-02,3.335143641258899762e-03,-4.637493038884933812e-03
6.734687575036092146e-03,4.695487798284402915e-03,9.210738374370627812e-03,8.277406672961586803e-03,9.019458029317313497e-03
1.020911946389350955e-02,5.791879328831795772e-03,-1.979518681628125026e-02,1.599516288978048914e-02,1.811526451046979042e-02
4.504602816117833381e-04,2.927121997707183339e-03,-7.992204114516194202e-04,-3.637315535453550111e-04,-1.490318899763865869e-03
